Symbol,Name,Industry,IndustryCode
NFE,New Fortress Energy Inc Class A,천연가스 유틸리티,591020
WING,Wingstop Inc,호텔 및 엔터테인먼트,533010
IONS,Ionis Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
BHF,Brighthouse Financial Inc,보험,553010
HQY,Healthequity Inc,소프트웨어 및 IT서비스,572010
SAFM,Sanderson Farms Inc,식품 및 담배,541020
SPSC,SPS Commerce Inc,소프트웨어 및 IT서비스,572010
ENSG,Ensign Group Inc,헬스케어 업체 및 서비스,561020
LIVN,LivaNova PLC,헬스케어 장비 및 용품,561010
PYCR,Paycor HCM Inc,소프트웨어 및 IT서비스,572010
EXLS,Exlservice Holdings Inc,전문 및 상업 서비스,522030
PZZA,Papa John's International Inc,호텔 및 엔터테인먼트,533010
CERT,Certara Inc,소프트웨어 및 IT서비스,572010
BPMC,Blueprint Medicines Corp,생명과학 및 메디컬 리서치,562020
AMPL,Amplitude Inc Class A,소프트웨어 및 IT서비스,572010
RKLB,Rocket Lab USA Inc Class A,우주항공 및 국방,521010
TSP,TuSimple Holdings Inc Class A,통합 하드웨어 및 소프트웨어,571070
FELE,Franklin Electric Co Inc,"건설장비 및 대형차, 기차, 배",521020
FIZZ,National Beverage Corp,음료,541010
LESL,Leslie's Inc,전문품 상점,534030
ANGI,Angi Inc Class A,소프트웨어 및 IT서비스,572010
VICR,Vicor Corp,"건설장비 및 대형차, 기차, 배",521020
ISBC,Investors Bancorp Inc,은행,551010
OPCH,Option Care Health Inc,헬스케어 업체 및 서비스,561020
INDB,Independent Bank Corp (Massachusetts),은행,551010
DNLI,Denali Therapeutics Inc,생명과학 및 메디컬 리서치,562020
ITCI,Intra-Cellular Therapies Inc,생명과학 및 메디컬 리서치,562020
VIAV,Viavi Solutions Inc,커뮤니케이션 및 네트워킹,571020
ACIW,ACI Worldwide Inc,핀테크,573010
BYND,Beyond Meat Inc,식품 및 담배,541020
MSTR,Microstrategy Inc Class A,소프트웨어 및 IT서비스,572010
JAMF,Jamf Holding Corp,소프트웨어 및 IT서비스,572010
AVT,Avnet Inc,전자 장비 및 부품,571040
DIOD,Diodes Inc,반도체 및 반도체 장비,571010
OZON,Ozon Holdings PLC ADR,다양한 소매업,534020
ALKS,Alkermes Plc,생명과학 및 메디컬 리서치,562020
BMBL,Bumble Inc Class A,소프트웨어 및 IT서비스,572010
VRNS,Varonis Systems Inc,소프트웨어 및 IT서비스,572010
XRX,Xerox Holdings Corp,사무기기,571050
OTLY,Oatly Group AB ADR,식품 및 담배,541020
EBC,Eastern Bankshares Inc,은행,551010
CWST,Casella Waste Systems Inc Class A,전문 및 상업 서비스,522030
ABCM,Abcam PLC ADR,제약,562010
APPF,Appfolio Inc Class A,소프트웨어 및 IT서비스,572010
APPS,Digital Turbine Inc,소프트웨어 및 IT서비스,572010
LHCG,LHC Group Inc,헬스케어 업체 및 서비스,561020
TSEM,Tower Semiconductor Ltd,반도체 및 반도체 장비,571010
BECN,Beacon Roofing Supply Inc,주택건설,532030
TRIP,Tripadvisor Inc,호텔 및 엔터테인먼트,533010
IRTC,iRhythm Technologies Inc,헬스케어 장비 및 용품,561010
PPBI,Pacific Premier Bancorp Inc,은행,551010
NEOG,Neogen Corp,헬스케어 장비 및 용품,561010
FRPT,Freshpet Inc,식품 및 담배,541020
SITM,SiTime Corp,반도체 및 반도체 장비,571010
SRAD,Sportradar Group AG Class A,소프트웨어 및 IT서비스,572010
TRUP,Trupanion Inc,보험,553010
GLPG,Galapagos NV ADR,생명과학 및 메디컬 리서치,562020
YY,JOYY Inc ADR,소프트웨어 및 IT서비스,572010
CERE,Cerevel Therapeutics Holdings Inc Class A,생명과학 및 메디컬 리서치,562020
UCBI,United Community Banks Inc,은행,551010
MNDT,Mandiant Inc,소프트웨어 및 IT서비스,572010
FOCS,Focus Financial Partners Inc Class A,투자은행 및 서비스,551020
FHB,First Hawaiian Inc,은행,551010
EXPI,eXp World Holdings Inc,부동산 운영 관리,601010
ALRM,Alarm.com Holdings Inc,소프트웨어 및 IT서비스,572010
APPN,Appian Corp Class A,소프트웨어 및 IT서비스,572010
SSRM,SSR Mining Inc,메탈&마이닝,512010
FRHC,Freedom Holding Corp,투자은행 및 서비스,551020
TTEC,TTEC Holdings Inc,소프트웨어 및 IT서비스,572010
AY,Atlantica Sustainable Infrastructure PLC,전기 유틸리티,591010
STEP,StepStone Group Inc Class A,투자은행 및 서비스,551020
FATE,Fate Therapeutics Inc,생명과학 및 메디컬 리서치,562020
ARVN,Arvinas Inc,생명과학 및 메디컬 리서치,562020
KNBE,Knowbe4 Inc Class A,소프트웨어 및 IT서비스,572010
LBRDA,Liberty Broadband Corp Series A,미디어 및 출판,533020
PECO,Phillips Edison & Co Inc,주택 및 상업용 리츠,601020
DAVE,Dave Inc Class A,핀테크,573010
ABCB,Ameris Bancorp,은행,551010
CVAC,CureVac NV,생명과학 및 메디컬 리서치,562020
CARG,CarGurus Inc Class A,소프트웨어 및 IT서비스,572010
JOBS,51job Inc ADR,전문 및 상업 서비스,522030
PCH,Potlatchdeltic Corp,주택 및 상업용 리츠,601020
NARI,Inari Medical Inc,헬스케어 장비 및 용품,561010
SGRY,Surgery Partners Inc,헬스케어 업체 및 서비스,561020
APLS,Apellis Pharmaceuticals Inc,제약,562010
FLNC,Fluence Energy Inc Class A,"건설장비 및 대형차, 기차, 배",521020
AAON,Aaon Inc,"건설장비 및 대형차, 기차, 배",521020
VRNT,Verint Systems Inc,소프트웨어 및 IT서비스,572010
ACT,Enact Holdings Inc,보험,553010
GSHD,Goosehead Insurance Inc Class A,보험,553010
HAIN,Hain Celestial Group Inc,식품 및 담배,541020
VSAT,ViaSat Inc,커뮤니케이션 및 네트워킹,571020
STAA,STAAR Surgical Co,헬스케어 장비 및 용품,561010
SMPL,Simply Good Foods Co,식품 및 담배,541020
ACAD,ACADIA Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
ZG,Zillow Group Inc Class A,부동산 운영 관리,601010
MEOH,Methanex Corp,화학,511010
WSFS,WSFS Financial Corp,은행,551010
FCFS,Firstcash Holdings Inc,은행,551010
LOPE,Grand Canyon Education Inc,교육서비스,631010
CATY,Cathay General Bancorp,은행,551010
NSIT,Insight Enterprises Inc,"컴퓨터, 전화 및 가전제품",571060
IQ,iQIYI Inc ADR,소프트웨어 및 IT서비스,572010
PGNY,Progyny Inc,헬스케어 업체 및 서비스,561020
POWWP,Ammo Inc PRF,우주항공 및 국방,521010
PSEC,Prospect Capital Corp,다양한 금융서비스,555010
CELH,Celsius Holdings Inc,음료,541010
BLKB,Blackbaud Inc,소프트웨어 및 IT서비스,572010
INMD,Inmode Ltd,헬스케어 장비 및 용품,561010
MRCY,Mercury Systems Inc,우주항공 및 국방,521010
KLIC,Kulicke and Soffa Industries Inc,반도체 및 반도체 장비,571010
SFNC,Simmons First National Corp Class A,은행,551010
KRTX,Karuna Therapeutics Inc,생명과학 및 메디컬 리서치,562020
PRFT,Perficient Inc,소프트웨어 및 IT서비스,572010
DSEY,Diversey Holdings Ltd,화학,511010
SPT,Sprout Social Inc Class A,소프트웨어 및 IT서비스,572010
AEIS,Advanced Energy Industries Inc,"건설장비 및 대형차, 기차, 배",521020
SHOO,Steven Madden Ltd,섬유 및 의류,532020
IBTX,Independent Bank Group Inc,은행,551010
NVMI,Nova Ltd,반도체 및 반도체 장비,571010
UPWK,Upwork Inc,전문 및 상업 서비스,522030
BRP,BRP Group Inc Class A,보험,553010
ASO,Academy Sports and Outdoors Inc,전문품 상점,534030
CVBF,CVB Financial Corp,은행,551010
DUOL,Duolingo Inc Class A,소프트웨어 및 IT서비스,572010
CVT,Cvent Holding Corp,소프트웨어 및 IT서비스,572010
SFM,Sprouts Farmers Market Inc,식품 및 약품소매,543010
VORB,Virgin Orbit Holdings Inc,우주항공 및 국방,521010
ALGT,Allegiant Travel Co,운송업,524060
TCBI,Texas Capital Bancshares Inc,은행,551010
FORM,FormFactor Inc,반도체 및 반도체 장비,571010
DCT,Duck Creek Technologies Inc,소프트웨어 및 IT서비스,572010
NMRK,Newmark Group Inc Class A,부동산 운영 관리,601010
COOP,Mr Cooper Group Inc,은행,551010
GRFS,Grifols SA ADR,제약,562010
CRVL,CorVel Corp,헬스케어 업체 및 서비스,561020
MMSI,Merit Medical Systems Inc,헬스케어 장비 및 용품,561010
EYE,National Vision Holdings Inc,전문품 상점,534030
WDFC,WD-40 Co,"개인, 가정 용품 및 서비스",542010
NWE,NorthWestern Corp,전기 유틸리티,591010
ONB,Old National Bancorp,은행,551010
THRM,Gentherm Inc,자동차 및 자동차 부품,531010
QFIN,360 DigiTech Inc ADR,은행,551010
AIMC,Altra Industrial Motion Corp,"건설장비 및 대형차, 기차, 배",521020
NAVI,Navient Corp,은행,551010
FTDR,Frontdoor Inc,"개인, 가정 용품 및 서비스",542010
RDFN,Redfin Corp,부동산 운영 관리,601010
SIMO,Silicon Motion Technology Corp ADR,반도체 및 반도체 장비,571010
CVLT,Commvault Systems Inc,소프트웨어 및 IT서비스,572010
SBRA,Sabra Health Care REIT Inc,주택 및 상업용 리츠,601020
VCSA,Vacasa Inc Class A,소프트웨어 및 IT서비스,572010
WERN,Werner Enterprises Inc,화물 및 물류 서비스,524050
NUVA,NuVasive Inc,헬스케어 장비 및 용품,561010
KOD,Kodiak Sciences Inc,생명과학 및 메디컬 리서치,562020
MANT,ManTech International Corp Class A,소프트웨어 및 IT서비스,572010
AUB,Atlantic Union Bankshares Corp,은행,551010
HLIO,Helios Technologies Inc,"건설장비 및 대형차, 기차, 배",521020
NKLA,Nikola Corp,자동차 및 자동차 부품,531010
ARVL,Arrival SA,자동차 및 자동차 부품,531010
DH,Definitive Healthcare Corp Class A,소프트웨어 및 IT서비스,572010
DORM,Dorman Products Inc,자동차 및 자동차 부품,531010
SONO,Sonos Inc,"컴퓨터, 전화 및 가전제품",571060
VC,Visteon Corp,자동차 및 자동차 부품,531010
BLDP,Ballard Power Systems Inc,재생에너지,502010
MLHR,Herman Miller Inc,전문 및 상업 서비스,522030
FWRD,Forward Air Corp,화물 및 물류 서비스,524050
LGIH,LGI Homes Inc,주택건설,532030
CCOI,Cogent Communications Holdings Inc,통신 서비스,574010
OPK,OPKO Health Inc,제약,562010
LZ,LegalZoom.com Inc,소프트웨어 및 IT서비스,572010
FULT,Fulton Financial Corp,은행,551010
CGC,Canopy Growth Corp,제약,562010
FLYW,Flywire Corp,전문 및 상업 서비스,522030
JJSF,J & J Snack Foods Corp,식품 및 담배,541020
UNIT,Uniti Group Inc,주택 및 상업용 리츠,601020
IPAR,Inter Parfums Inc,"개인, 가정 용품 및 서비스",542010
AMEH,Apollo Medical Holdings Inc,헬스케어 업체 및 서비스,561020
LFST,Lifestance Health Group Inc,헬스케어 업체 및 서비스,561020
PCRX,Pacira Biosciences Inc,제약,562010
LOB,Live Oak Bancshares Inc,은행,551010
ATRC,AtriCure Inc,헬스케어 장비 및 용품,561010
ULCC,Frontier Group Holdings Inc,운송업,524060
QRTEA,Qurate Retail Inc Series A,다양한 소매업,534020
TASK,Taskus Inc Class A,전문 및 상업 서비스,522030
OLLI,Ollie's Bargain Outlet Holdings Inc,다양한 소매업,534020
SABR,Sabre Corp,소프트웨어 및 IT서비스,572010
MGEE,MGE Energy Inc,전기 유틸리티,591010
MLKN,MillerKnoll Inc,전문 및 상업 서비스,522030
COLB,Columbia Banking System Inc,은행,551010
PTCT,PTC Therapeutics Inc,생명과학 및 메디컬 리서치,562020
MMYT,MakeMyTrip Ltd,호텔 및 엔터테인먼트,533010
SPWR,SunPower Corp,재생에너지,502010
RXT,Rackspace Technology Inc,소프트웨어 및 IT서비스,572010
RCII,Rent-A-Center Inc,전문품 상점,534030
DWAC,Digital World Acquisition Corp Class A,기타 금융업,556010
CBRL,Cracker Barrel Old Country Store Inc,호텔 및 엔터테인먼트,533010
PDCO,Patterson Companies Inc,헬스케어 장비 및 용품,561010
TLRY,Tilray Brands Inc,제약,562010
TIGO,Millicom International Cellular SA,통신 서비스,574010
RMBS,Rambus Inc,반도체 및 반도체 장비,571010
HUBG,Hub Group Inc Class A,화물 및 물류 서비스,524050
TWNK,Hostess Brands Inc Class A,식품 및 담배,541020
TWST,Twist Bioscience Corp,제약,562010
CSQ,Calamos Strategic Total Return Fund,다양한 금융서비스,555010
SWTX,SpringWorks Therapeutics Inc,생명과학 및 메디컬 리서치,562020
IBOC,International Bancshares Corp,은행,551010
NEO,Neogenomics Inc,헬스케어 업체 및 서비스,561020
ITRI,Itron Inc,"건설장비 및 대형차, 기차, 배",521020
IHRT,iHeartMedia Inc Class A,미디어 및 출판,533020
DADA,Dada Nexus Ltd ADR,소프트웨어 및 IT서비스,572010
GBDC,Golub Capital Bdc Inc,다양한 금융서비스,555010
OTTR,Otter Tail Corp,전기 유틸리티,591010
MTTR,Matterport Inc Class A,소프트웨어 및 IT서비스,572010
INSM,Insmed Inc,생명과학 및 메디컬 리서치,562020
URBN,Urban Outfitters Inc,전문품 상점,534030
KC,Kingsoft Cloud Holdings Ltd ADR,소프트웨어 및 IT서비스,572010
SHLS,Shoals Technologies Group Inc Class A,재생에너지,502010
CYTK,Cytokinetics Inc,생명과학 및 메디컬 리서치,562020
ZNTL,Zentalis Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
EPAY,Bottomline Technologies Inc,소프트웨어 및 IT서비스,572010
DWACU,Digital World Acquisition Units,기타 금융업,556010
FOLD,Amicus Therapeutics Inc,생명과학 및 메디컬 리서치,562020
FA,First Advantage Corp,전문 및 상업 서비스,522030
MNTV,Momentive Global Inc,소프트웨어 및 IT서비스,572010
OAS,Oasis Petroleum Inc,오일 및 가스,501020
VEON,VEON Ltd ADR,통신 서비스,574010
BCRX,BioCryst Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
RNW,Renew Energy Global PLC Class A,전기 유틸리티,591010
NEGG,Newegg Commerce Inc,소프트웨어 및 IT서비스,572010
IAS,Integral Ad Science Holding Corp,소프트웨어 및 IT서비스,572010
BANF,BancFirst Corp,은행,551010
ABCL,Abcellera Biologics Inc,생명과학 및 메디컬 리서치,562020
AHCO,Adapthealth Corp,헬스케어 장비 및 용품,561010
TBK,Triumph Bancorp Inc,은행,551010
GO,Grocery Outlet Holding Corp,식품 및 약품소매,543010
SANM,Sanmina Corp,반도체 및 반도체 장비,571010
FIBK,First Interstate BancSystem Inc Class A,은행,551010
DNUT,Krispy Kreme Inc,호텔 및 엔터테인먼트,533010
RLAY,Relay Therapeutics Inc,생명과학 및 메디컬 리서치,562020
FMBI,First Midwest Bancorp Inc,은행,551010
CVET,Covetrus Inc,헬스케어 장비 및 용품,561010
FRME,First Merchants Corp,은행,551010
FROG,Jfrog Ltd,소프트웨어 및 IT서비스,572010
FFBC,First Financial Bancorp,은행,551010
CRNC,Cerence Inc,소프트웨어 및 IT서비스,572010
ENVX,Enovix Corp,"건설장비 및 대형차, 기차, 배",521020
LPRO,Open Lending Corp Class A,전문 및 상업 서비스,522030
ACVA,ACV Auctions Inc Class A,소프트웨어 및 IT서비스,572010
CVCO,Cavco Industries Inc,주택건설,532030
IOSP,Innospec Inc,화학,511010
TOWN,Towne Bank,은행,551010
VRRM,Verra Mobility Corp Class A,전문 및 상업 서비스,522030
RUSHA,Rush Enterprises Inc Class A,전문품 상점,534030
ADPT,Adaptive Biotechnologies Corp,생명과학 및 메디컬 리서치,562020
IMAB,I-Mab ADR,제약,562010
XMTR,Xometry Inc Class A,소프트웨어 및 IT서비스,572010
WIRE,Encore Wire Corp,"건설장비 및 대형차, 기차, 배",521020
STFC,State Auto Financial Corp,보험,553010
TTGT,TechTarget Inc,소프트웨어 및 IT서비스,572010
WSBC,WesBanco Inc,은행,551010
VMEO,Vimeo Inc,소프트웨어 및 IT서비스,572010
AXNX,Axonics Inc,헬스케어 장비 및 용품,561010
PAX,Patria Investments Ltd Class A,투자은행 및 서비스,551020
AAWW,Atlas Air Worldwide Holdings Inc,화물 및 물류 서비스,524050
WAFD,Washington Federal Inc,은행,551010
PLXS,Plexus Corp,반도체 및 반도체 장비,571010
MARA,Marathon Digital Holdings Inc,핀테크,573010
SBCF,Seacoast Banking Corporation of Florida,은행,551010
SAGE,SAGE Therapeutics Inc,생명과학 및 메디컬 리서치,562020
ADV,Advantage Solutions Inc Class A,미디어 및 출판,533020
NTCT,Netscout Systems Inc,소프트웨어 및 IT서비스,572010
PACB,Pacific Biosciences of California Inc,헬스케어 장비 및 용품,561010
ROIC,Retail Opportunity Investments Corp,주택 및 상업용 리츠,601020
EVCM,EverCommerce Inc,소프트웨어 및 IT서비스,572010
OMAB,Grupo Aeroportuario del Centro Norte SAB de CV ADR,운송 인프라,524070
UCTT,Ultra Clean Holdings Inc,반도체 및 반도체 장비,571010
CLBK,Columbia Financial Inc,은행,551010
IOVA,Iovance Biotherapeutics Inc,생명과학 및 메디컬 리서치,562020
SRNG,Soaring Eagle Acquisition Corp Class A,기타 금융업,556010
PRVA,Privia Health Group Inc,헬스케어 업체 및 서비스,561020
ODP,ODP Corp,전문품 상점,534030
PSMT,PriceSmart Inc,다양한 소매업,534020
ARCB,ArcBest Corp,화물 및 물류 서비스,524050
SWIM,Latham Group Inc,화학,511010
EXAI,Exscientia PLC ADR,생명과학 및 메디컬 리서치,562020
RELY,Remitly Global Inc,전문 및 상업 서비스,522030
HTLF,Heartland Financial USA Inc,은행,551010
EQRX,EQRx Inc,제약,562010
SASR,Sandy Spring Bancorp Inc,은행,551010
IBRX,Immunitybio Inc,생명과학 및 메디컬 리서치,562020
PAGP,Plains GP Holdings LP Class A,오일 및 가스 장비 및 서비스,501030
TLND,Talend SA ADR,소프트웨어 및 IT서비스,572010
HMHC,Houghton Mifflin Harcourt Co,전문 및 상업 서비스,522030
VCTR,Victory Capital Holdings Inc Class A,투자은행 및 서비스,551020
ARQQ,Arqit Quantum Inc,소프트웨어 및 IT서비스,572010
BANR,Banner Corp,은행,551010
LAUR,Laureate Education Inc,교육서비스,631010
MYGN,Myriad Genetics Inc,헬스케어 장비 및 용품,561010
EVGO,EVgo Inc Class A,전기 유틸리티,591010
AUPH,Aurinia Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
KTOS,Kratos Defense and Security Solutions Inc,우주항공 및 국방,521010
MDRX,Allscripts Healthcare Solutions Inc,헬스케어 장비 및 용품,561010
LPSN,LivePerson Inc,소프트웨어 및 IT서비스,572010
SMCI,Super Micro Computer Inc,"컴퓨터, 전화 및 가전제품",571060
RNST,Renasant Corp,은행,551010
SATS,EchoStar Corp Class A,커뮤니케이션 및 네트워킹,571020
CRTO,Criteo SA ADR,미디어 및 출판,533020
IDCC,InterDigital Inc,커뮤니케이션 및 네트워킹,571020
LMDX,LumiraDx Ltd,헬스케어 장비 및 용품,561010
CTRE,CareTrust REIT Inc,주택 및 상업용 리츠,601020
PRAA,PRA Group Inc,은행,551010
CYRX,Cryoport Inc,화물 및 물류 서비스,524050
WFRD,Weatherford International PLC,오일 및 가스 장비 및 서비스,501030
CDEV,Centennial Resource Development Inc Class A,오일 및 가스,501020
UDMY,Udemy Inc,소프트웨어 및 IT서비스,572010
SBLK,Star Bulk Carriers Corp,화물 및 물류 서비스,524050
TRMK,Trustmark Corp,은행,551010
CDLX,Cardlytics Inc,미디어 및 출판,533020
SKIN,Beauty Health Co Class A,"개인, 가정 용품 및 서비스",542010
